X1,id,host_is_superhost,host_response_rate,host_response_time,host_listings_count,host_identity_verified,accommodates,neighbourhood_group_cleansed,property_type,room_type,latitude,longitude,guests_included,bathrooms,bedrooms,beds,bed_type,amenities,cleaning_fee,minimum_nights,maximum_nights,instant_bookable,cancellation_policy,price
516,2520890,FALSE,100%,within an hour,1,TRUE,2,Rainier Valley,Guesthouse,Entire home/apt,47.56576986,-122.2850074,2,1,1,1,Real Bed,"{Internet,Wifi,""Pets live on this property"",Cat(s),""Free street parking"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",""Hair dryer"",""Room-darkening shades"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Single level home"",""BBQ grill"",""Patio or balcony"",""Garden or backyard"",""Luggage dropoff allowed""}",$30.00,2,28,FALSE,moderate,$85.00
3018,14240147,TRUE,100%,within a day,1,TRUE,4,Seward Park,House,Entire home/apt,47.55169681,-122.2673126,4,1,1,4,Real Bed,"{TV,Wifi,Kitchen,""Pets allowed"",""Free street parking"",Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""Private entrance"",Bathtub,""Children’s books and toys"",""Pack ’n Play/travel crib"",""Children’s dinnerware"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Garden or backyard""}",$125.00,3,28,FALSE,moderate,$110.00
4076,18459190,TRUE,100%,within an hour,1,TRUE,6,Capitol Hill,House,Entire home/apt,47.64002527,-122.3166559,6,1.5,3,5,Real Bed,"{TV,""Cable TV"",Wifi,Kitchen,""Free parking on premises"",""Free street parking"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",Bathtub,""Children’s books and toys"",""Hot water"",""Patio or balcony"",""Garden or backyard"",""Luggage dropoff allowed"",""Long term stays allowed"",Other}",$135.00,2,1125,TRUE,moderate,$200.00
7198,27344667,FALSE,99%,within an hour,152,FALSE,2,Downtown,Apartment,Entire home/apt,47.6165537,-122.3330999,1,1,1,1,Real Bed,"{TV,Wifi,""Air conditioning"",Kitchen,Gym,Elevator,Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Long term stays allowed""}",$75.00,30,1125,TRUE,strict_14_with_grace_period,$199.00
1642,8106263,FALSE,100%,within an hour,40,FALSE,2,Capitol Hill,Aparthotel,Private room,47.62528128,-122.3176861,1,1,1,1,Real Bed,"{Internet,Wifi,Kitchen,Breakfast,Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50"",""Self check-in"",Keypad,""Hot water"",""Luggage dropoff allowed"",""Long term stays allowed""}",0,1,1125,TRUE,moderate,$59.00
4043,18370014,TRUE,100%,within an hour,1,FALSE,2,Other neighborhoods,House,Entire home/apt,47.67289527,-122.298238,1,1,1,1,Real Bed,"{TV,Wifi,Kitchen,""Free parking on premises"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Self check-in"",Lockbox,""Private entrance"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Single level home"",""Patio or balcony"",""Garden or backyard"",""Luggage dropoff allowed"",""Step-free access"",""Step-free access"",""Step-free access""}",$0.00,2,14,TRUE,moderate,$103.00
272,1071203,FALSE,80%,within a few hours,4,TRUE,2,Other neighborhoods,House,Private room,47.65519958,-122.3593709,1,1,1,1,Real Bed,"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Indoor fireplace"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad}",$40.00,2,1125,FALSE,flexible,$85.00
7598,28785877,TRUE,100%,within an hour,9,TRUE,9,Other neighborhoods,Guest suite,Entire home/apt,47.68847387,-122.3134716,1,1,2,8,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Breakfast,""Free street parking"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""Private living room"",""Private entrance"",""Baby monitor"",""Outlet covers"",Bathtub,""Baby bath"",""Changing table"",""High chair"",""Stair gates"",""Children’s books and toys"",""Babysitter recommendations"",Crib,""Pack ’n Play/travel crib"",""Room-darkening shades"",""Children’s dinnerware"",""Game console"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""BBQ grill"",""Garden or backyard"",""Beach essentials"",""Luggage dropoff allowed"",""Long term stays allowed"",""Cleaning before checkout"",""Well-lit path to entrance"",""Step-free access""}",$0.00,1,20,FALSE,strict_14_with_grace_period,$163.00
436,1900698,TRUE,100%,within an hour,1,FALSE,2,Rainier Valley,Townhouse,Private room,47.55314394,-122.2808811,1,1.5,1,1,Real Bed,"{TV,Wifi,Kitchen,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50"",""Self check-in"",Keypad,Bathtub,""Children’s books and toys"",""Pack ’n Play/travel crib"",""Children’s dinnerware"",""Game console"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Garden or backyard"",""Luggage dropoff allowed"",""Long term stays allowed""}",$5.00,2,1125,FALSE,strict_14_with_grace_period,$45.00
6029,23468669,FALSE,100%,within a few hours,1,FALSE,2,University District,Apartment,Entire home/apt,47.6672836,-122.3019083,2,1,1,1,Real Bed,"{Wifi,Kitchen,""Free parking on premises"",Gym,""Free street parking"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,Hangers,Iron,""Laptop friendly workspace"",""Private entrance"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Ethernet connection"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Step-free access"",""Wide doorway"",""Flat path to front door"",""Well-lit path to entrance"",""Step-free access"",Other}",$50.00,3,25,TRUE,moderate,$95.00
3860,17803128,FALSE,100%,within an hour,1,FALSE,2,Lake City,Guesthouse,Entire home/apt,47.71024572,-122.3048516,2,1,1,1,Real Bed,"{TV,Wifi,Kitchen,""Free parking on premises"",""Free street parking"",Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private entrance"",""Children’s books and toys"",""Babysitter recommendations"",""Pack ’n Play/travel crib"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",""BBQ grill"",""Garden or backyard"",""Luggage dropoff allowed"",""Long term stays allowed"",""Wide doorway"",Other}",$40.00,1,1125,TRUE,moderate,$60.00
3651,16928699,TRUE,100%,within an hour,1,TRUE,2,Central Area,Bungalow,Entire home/apt,47.6186812,-122.2991832,1,1,1,1,Real Bed,"{TV,""Cable TV"",Wifi,Kitchen,""Free street parking"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Self check-in"",Keypad,""Private entrance"",""Hot water""}",$30.00,2,31,TRUE,flexible,$100.00
8208,31283385,TRUE,100%,within an hour,44,TRUE,11,Queen Anne,House,Entire home/apt,47.63934911,-122.3675211,9,2,5,5,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free street parking"",""Indoor fireplace"",Heating,""Family/kid friendly"",Washer,Dryer,""Safety card"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Smart lock"",""Private entrance"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""BBQ grill"",""Patio or balcony"",""Garden or backyard""}",$350.00,2,1125,TRUE,strict_14_with_grace_period,$750.00
8360,31868205,FALSE,92%,within an hour,14,FALSE,4,Rainier Valley,Apartment,Entire home/apt,47.51287068,-122.2527673,1,1,2,3,Real Bed,"{TV,Wifi,Kitchen,""Pets allowed"",""Hot tub"",Heating,Washer,Dryer,""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",""Laptop friendly workspace"",""Private living room"",""Private entrance"",Beachfront}",$80.00,1,1125,TRUE,flexible,$125.00
3917,17990897,TRUE,100%,within a few hours,1,TRUE,3,Other neighborhoods,Guesthouse,Entire home/apt,47.69411166,-122.3498061,2,1,0,2,Real Bed,"{Internet,Wifi,Kitchen,""Free parking on premises"",""Free street parking"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""Private entrance"",Bathtub,""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Ethernet connection"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""BBQ grill"",""Patio or balcony"",""Garden or backyard"",""Long term stays allowed"",""Well-lit path to entrance""}",$75.00,3,60,FALSE,moderate,$98.00
3360,15700294,TRUE,100%,within an hour,3,TRUE,2,Downtown,Condominium,Entire home/apt,47.61297554,-122.3456692,1,1,0,1,Real Bed,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Elevator,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private living room"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Long term stays allowed"",""Host greets you""}",$70.00,21,1125,FALSE,moderate,$65.00
1905,9394485,TRUE,100%,within an hour,2,TRUE,4,Other neighborhoods,Guest suite,Entire home/apt,47.70514083,-122.3712134,4,1,2,3,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free street parking"",""Indoor fireplace"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50"",""Self check-in"",Keypad,""Pack ’n Play/travel crib"",""Hot water"",""Body soap"",""Bath towel"",""Toilet paper"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Garden or backyard"",""Long term stays allowed"",""Hot water kettle"",""Central air conditioning"",""Rain shower"",""Breakfast table"",""Outdoor seating"",""Full kitchen"",""Bedroom comforts"",""Bathroom essentials""}",$80.00,3,90,FALSE,moderate,$119.00
5165,21424409,FALSE,100%,within an hour,2,TRUE,3,Downtown,Apartment,Entire home/apt,47.61578269,-122.3417527,1,1,0,2,Real Bed,"{TV,Wifi,Kitchen,""Paid parking off premises"",""Pets allowed"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private entrance"",""Pack ’n Play/travel crib"",""Hot water"",""Luggage dropoff allowed""}",$70.00,1,28,TRUE,strict_14_with_grace_period,$130.00
8251,31439160,TRUE,100%,within an hour,37,FALSE,6,Lake City,Guest suite,Entire home/apt,47.70198379,-122.311349,1,1,2,3,Real Bed,"{Wifi,""Indoor fireplace"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,Hangers,""Hair dryer"",""Laptop friendly workspace"",""Self check-in"",Keypad,""Private living room"",""Private entrance"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,Refrigerator,""Dishes and silverware"",""Garden or backyard""}",$50.00,1,7,FALSE,moderate,$80.00
7448,28292797,FALSE,100%,within an hour,60,FALSE,4,Queen Anne,Apartment,Entire home/apt,47.62237243,-122.3611455,2,1,1,3,Real Bed,"{TV,Wifi,Kitchen,""Pets allowed"",Washer,Dryer,""Hair dryer"",Iron,Bathtub,Microwave,""Coffee maker"",Refrigerator,Dishwasher,Oven,""Host greets you"",""Paid parking on premises""}",$160.00,1,29,TRUE,super_strict_30,$302.00
6125,23742518,TRUE,100%,within an hour,1,FALSE,3,Ballard,Apartment,Entire home/apt,47.67992235,-122.377398,3,1,1,2,Real Bed,"{TV,Wifi,Kitchen,""Pets allowed"",""Pets live on this property"",""Free street parking"",""Indoor fireplace"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Lockbox,""Private living room"",""Private entrance"",""Fireplace guards"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Coffee maker"",Refrigerator,""Dishes and silverware"",""Garden or backyard"",""Luggage dropoff allowed"",""Long term stays allowed""}",$50.00,2,1125,FALSE,flexible,$96.00
4613,20035812,TRUE,100%,within an hour,1,FALSE,2,Other neighborhoods,Apartment,Private room,47.65716859,-122.3490974,1,1,1,1,Real Bed,"{TV,Wifi,""Free street parking"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",Bathtub,""Room-darkening shades"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Ethernet connection"",""Coffee maker"",Refrigerator,""Long term stays allowed"",Other,""Lake access""}",$25.00,1,29,FALSE,moderate,$50.00
6351,24397958,FALSE,100%,within an hour,35,FALSE,4,Capitol Hill,Apartment,Entire home/apt,47.62854995,-122.318992,2,1,1,2,Real Bed,"{TV,Wifi,Kitchen,""Paid parking off premises"",""Free street parking"",Heating,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Lockbox,""Hot water""}",$50.00,2,12,TRUE,strict_14_with_grace_period,$200.00
1982,9846452,TRUE,100%,within an hour,4,TRUE,2,Queen Anne,House,Private room,47.64667113,-122.3582477,1,1,1,1,Real Bed,"{TV,Internet,Wifi,Kitchen,""Pets live on this property"",Dog(s),Heating,""Smoke detector"",""Carbon monoxide detector"",Essentials,""24-hour check-in"",""Laptop friendly workspace""}",0,1,1125,FALSE,moderate,$50.00
6361,24433278,FALSE,100%,within an hour,1,FALSE,2,Capitol Hill,House,Private room,47.62652452,-122.3004201,1,1,1,1,Real Bed,"{TV,Wifi,Kitchen,""Free street parking"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",""Hot water"",Other}",0,2,7,TRUE,moderate,$30.00
3965,18139365,FALSE,100%,within an hour,2,TRUE,2,Central Area,Apartment,Entire home/apt,47.61427721,-122.3121099,1,1,1,1,Pull-out Sofa,"{TV,Wifi,Kitchen,Elevator,""Free street parking"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""Hot water""}",$0.00,1,1125,TRUE,moderate,$93.00
2841,13732104,TRUE,100%,within a few hours,11,FALSE,8,Downtown,Serviced apartment,Entire home/apt,47.60586002,-122.3381292,4,2,3,5,Real Bed,"{TV,""Cable TV"",Internet,Wifi,Pool,Kitchen,Doorman,Gym,Elevator,""Hot tub"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Building staff"",""High chair"",""Pack ’n Play/travel crib"",""Children’s dinnerware"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""EV charger"",""BBQ grill"",""Patio or balcony"",""Garden or backyard"",""Luggage dropoff allowed"",""Long term stays allowed"",""Wide hallway clearance"",""Step-free access"",""Wide doorway"",""Flat path to front door"",""Well-lit path to entrance"",""Disabled parking spot"",""Step-free access"",""Wide doorway"",""Wide clearance to bed"",""Accessible-height bed"",""Step-free access"",""Wide doorway"",""Accessible-height toilet"",""Step-free access"",""Wide entryway"",""Paid parking on premises""}",$115.00,2,1125,FALSE,strict_14_with_grace_period,$349.00
854,4400811,TRUE,100%,within an hour,2,TRUE,5,Rainier Valley,House,Entire home/apt,47.57165684,-122.2911688,4,2,2,2,Real Bed,"{Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Pets allowed"",""Free street parking"",""Indoor fireplace"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Lockbox,""Private entrance"",""Outlet covers"",Bathtub,""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""BBQ grill"",""Patio or balcony"",""Garden or backyard"",""Luggage dropoff allowed"",""Long term stays allowed"",""Wide doorway""}",$40.00,3,28,FALSE,moderate,$120.00
900,4608208,TRUE,100%,within an hour,1,TRUE,2,Magnolia,House,Private room,47.66403531,-122.4037501,2,1,1,1,Real Bed,"{TV,Wifi,Kitchen,""Pets live on this property"",Cat(s),""Free street parking"",Heating,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Hot water"",""Bed linens"",""Dishes and silverware"",""Cooking basics"",""Single level home"",""Luggage dropoff allowed"",""Long term stays allowed"",""Host greets you""}",$0.00,1,1125,TRUE,flexible,$85.00
5833,22786571,TRUE,100%,within an hour,9,FALSE,7,Beacon Hill,House,Entire home/apt,47.58915003,-122.3087792,3,2.5,3,3,Real Bed,"{TV,Wifi,Kitchen,""Free parking on premises"",""Smoking allowed"",""Pets allowed"",""Free street parking"",""Indoor fireplace"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""Private living room"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Luggage dropoff allowed""}",$100.00,2,30,TRUE,flexible,$150.00
3915,17981764,TRUE,100%,within an hour,4,TRUE,2,Queen Anne,House,Private room,47.63932097,-122.3708657,1,1,1,1,Real Bed,"{TV,Wifi,""Air conditioning"",Kitchen,Breakfast,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50""}",$61.00,3,5,TRUE,moderate,$60.00
2830,13696391,FALSE,56%,within a day,4,TRUE,8,Other neighborhoods,House,Entire home/apt,47.65487886,-122.3303734,3,2.5,3,3,Pull-out Sofa,"{TV,""Cable TV"",Internet,Wifi,Kitchen,""Free parking on premises"",""Free street parking"",""Indoor fireplace"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private entrance"",""Hot water"",""Long term stays allowed"",Other}",$250.00,1,1125,TRUE,strict_14_with_grace_period,$300.00
3455,16072272,TRUE,100%,within an hour,3,TRUE,1,Capitol Hill,House,Private room,47.6361422,-122.3010435,1,2,1,1,Real Bed,"{TV,Wifi,""Air conditioning"",Kitchen,Breakfast,""Free street parking"",""Hot tub"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Hot water"",""Bed linens"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Luggage dropoff allowed"",""Host greets you""}",$20.00,11,30,TRUE,strict_14_with_grace_period,$50.00
5462,22150781,TRUE,100%,within a few hours,1,FALSE,2,Other neighborhoods,Apartment,Entire home/apt,47.67134227,-122.2986581,1,1,1,1,Real Bed,"{TV,Wifi,Kitchen,Heating,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private entrance""}",$60.00,30,1125,TRUE,moderate,$53.00
6309,24221741,TRUE,100%,within an hour,1,FALSE,2,Capitol Hill,Guest suite,Entire home/apt,47.63721118,-122.3170165,1,1,1,1,Real Bed,"{TV,Wifi,Kitchen,""Free street parking"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""Private entrance"",""Long term stays allowed""}",$40.00,2,25,FALSE,flexible,$90.00
5914,22999858,FALSE,100%,within an hour,9,TRUE,2,Downtown,Apartment,Entire home/apt,47.61478054,-122.3447675,3,1,0,1,Real Bed,"{TV,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Heating,""Suitable for events"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Self check-in"",Keypad,""Private entrance"",""Hot water"",""Wide doorway"",""Wide clearance to bed"",""Accessible-height bed"",""Handheld shower head""}",$47.00,1,90,TRUE,strict_14_with_grace_period,$183.00
1367,7091397,TRUE,100%,within an hour,1,FALSE,3,Queen Anne,Bungalow,Entire home/apt,47.63736553,-122.352344,2,1,1,2,Real Bed,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Gym,""Free street parking"",Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50"",""Children’s books and toys"",""Hot water"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""BBQ grill"",""Patio or balcony"",""Garden or backyard"",""Luggage dropoff allowed"",Other}",$50.00,3,1125,FALSE,moderate,$150.00
6897,26197282,FALSE,85%,within an hour,321,FALSE,6,West Seattle,Townhouse,Entire home/apt,47.54390225,-122.385528,1,3,3,6,Real Bed,"{TV,Wifi,Kitchen,""Free parking on premises"",""Pets allowed"",""Indoor fireplace"",Heating,Washer,Dryer,""Hair dryer"",Iron,Bathtub,""Bed linens"",""Ethernet connection"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",Oven,""BBQ grill"",""Patio or balcony"",""Garden or backyard"",Other}",$165.00,2,1125,TRUE,strict_14_with_grace_period,$730.00
4016,18292271,FALSE,100%,within an hour,1292,FALSE,6,Downtown,Apartment,Entire home/apt,47.60987226,-122.3403392,6,2,2,3,Real Bed,"{TV,""Cable TV"",Internet,Wifi,Pool,Kitchen,Gym,Elevator,Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",$99.00,1,365,TRUE,strict_14_with_grace_period,"$1,002.00"
8060,30539193,FALSE,99%,within an hour,1596,TRUE,4,Downtown,Condominium,Entire home/apt,47.6130403,-122.333369,1,1,1,2,Real Bed,"{TV,""Cable TV"",Internet,Wifi,Pool,Kitchen,""Paid parking off premises"",Gym,Elevator,""Hot tub"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Building staff"",""Private entrance"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Stove,""BBQ grill"",""Luggage dropoff allowed"",""Long term stays allowed"",""Paid parking on premises""}",$49.00,1,1125,TRUE,strict_14_with_grace_period,$179.00
5160,21408065,FALSE,99%,within an hour,152,FALSE,2,Downtown,Apartment,Entire home/apt,47.61245094,-122.3181333,1,1,1,1,Real Bed,"{TV,Wifi,Kitchen,Gym,Elevator,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",$75.00,3,120,TRUE,strict_14_with_grace_period,$144.00
